
 0
 rmse:0.24051838655632932
 mse:0.057849094
 pearson:0.13220405954292772
 spearman:0.05199871858816201
 rankingloss:0.12397728860378265

 1
 rmse:0.2422606834466139
 mse:0.05869024
 pearson:0.39462781181397233
 spearman:0.3649459299477439
 rankingloss:0.1627066284418106

 2
 rmse:0.10570167499627545
 mse:0.011172844
 pearson:0.37593278948781483
 spearman:0.4128515769656443
 rankingloss:0.03409717231988907

 3
 rmse:0.09512655125924611
 mse:0.009049061
 pearson:0.4002140684212736
 spearman:0.3729039369484107
 rankingloss:0.048340458422899246
