
 0
 rmse:0.06667776558670069
 mse:0.0044459244
 pearson:0.3297697505576153
 spearman:0.2103857561198199
 rankingloss:0.03345703333616257

 1
 rmse:0.06324313599533189
 mse:0.0039996943
 pearson:0.41605326801553244
 spearman:0.29062952837008416
 rankingloss:0.028635986149311066

 2
 rmse:0.06660872683767884
 mse:0.0044367225
 pearson:0.3056278402180391
 spearman:0.27797765424176096
 rankingloss:0.030021093785762787

 3
 rmse:0.06849313320030477
 mse:0.0046913093
 pearson:0.28827047682881063
 spearman:0.26403008158508207
 rankingloss:0.0338551364839077

 5
 rmse:0.06821081162426774
 mse:0.004652715
 pearson:0.30247315483497433
 spearman:0.2525206377538478
 rankingloss:0.03337876871228218

 6
 rmse:0.06890626874369844
 mse:0.004748074
 pearson:0.2979508807130522
 spearman:0.23903900973579048
 rankingloss:0.03473083674907684

 7
 rmse:0.06814528045286182
 mse:0.0046437792
 pearson:0.3236569232675213
 spearman:0.24762454101408157
 rankingloss:0.03500110283493996

 9
 rmse:0.0675369414211027
 mse:0.0045612385
 pearson:0.3437773938101131
 spearman:0.2737432469408702
 rankingloss:0.034196507185697556

 10
 rmse:0.0677900241815686
 mse:0.0045954874
 pearson:0.3356857622253779
 spearman:0.2528742434676643
 rankingloss:0.03346356377005577

 12
 rmse:0.06748570312867702
 mse:0.00455432
 pearson:0.33645600112222157
 spearman:0.24386042616899062
 rankingloss:0.032308317720890045

 13
 rmse:0.06720681287180712
 mse:0.0045167557
 pearson:0.350457479745988
 spearman:0.24925789140897234
 rankingloss:0.03410829231142998

 14
 rmse:0.0678399824287217
 mse:0.004602263
 pearson:0.3291827686131482
 spearman:0.22727261517249767
 rankingloss:0.03267476707696915

 15
 rmse:0.06893724672615961
 mse:0.004752344
 pearson:0.3196072300503782
 spearman:0.21838893932297268
 rankingloss:0.03491317853331566

 18
 rmse:0.06840952668417366
 mse:0.0046798633
 pearson:0.32202645088721055
 spearman:0.2365917068667451
 rankingloss:0.03262796998023987

 20
 rmse:0.07068679776483741
 mse:0.0049966234
 pearson:0.3029168450533662
 spearman:0.2018492091940807
 rankingloss:0.03633454069495201

 21
 rmse:0.06901364236466406
 mse:0.004762883
 pearson:0.3227322514476572
 spearman:0.24148808917911932
 rankingloss:0.0322556346654892

 23
 rmse:0.06976724514356233
 mse:0.0048674685
 pearson:0.3066687506433088
 spearman:0.21541511640029978
 rankingloss:0.0345156155526638

 24
 rmse:0.06789220851987329
 mse:0.004609352
 pearson:0.33852816675999453
 spearman:0.2440848748082134
 rankingloss:0.031963374465703964

 25
 rmse:0.07021698159264657
 mse:0.0049304245
 pearson:0.30657184835431367
 spearman:0.22088323123032189
 rankingloss:0.033969953656196594

 26
 rmse:0.06993238700401275
 mse:0.0048905388
 pearson:0.30646765478180726
 spearman:0.21292306490299098
 rankingloss:0.0328063890337944

 27
 rmse:0.06894095504326052
 mse:0.0047528553
 pearson:0.3234766316826184
 spearman:0.21447782908309326
 rankingloss:0.03312502056360245

 29
 rmse:0.06978866031859234
 mse:0.004870457
 pearson:0.2985919632190357
 spearman:0.2030648380691338
 rankingloss:0.033115729689598083

 30
 rmse:0.07097356365316015
 mse:0.0050372467
 pearson:0.29091638911586215
 spearman:0.20546358222927372
 rankingloss:0.03435653820633888

 32
 rmse:0.06898247930054027
 mse:0.0047585825
 pearson:0.3239793971820137
 spearman:0.22021418896115744
 rankingloss:0.03296937420964241

 34
 rmse:0.06917403351496673
 mse:0.004785047
 pearson:0.29929695722734095
 spearman:0.1957988973148447
 rankingloss:0.03147806599736214

 36
 rmse:0.06883029854207884
 mse:0.00473761
 pearson:0.30907747323783374
 spearman:0.19687145666842654
 rankingloss:0.032699860632419586

 37
 rmse:0.0702818134685147
 mse:0.0049395333
 pearson:0.30904096416279453
 spearman:0.20824724170331216
 rankingloss:0.03380364179611206

 38
 rmse:0.06976117108663689
 mse:0.004866621
 pearson:0.30662161244207725
 spearman:0.19627419598932172
 rankingloss:0.033591266721487045

 39
 rmse:0.06896317037293215
 mse:0.004755919
 pearson:0.3088400139981005
 spearman:0.1894910118019429
 rankingloss:0.032856810837984085

 41
 rmse:0.07062023095574954
 mse:0.004987217
 pearson:0.2898749070605165
 spearman:0.1850282542577822
 rankingloss:0.03306041657924652

 44
 rmse:0.06982961046969564
 mse:0.0048761745
 pearson:0.3060969001017666
 spearman:0.20338175749998005
 rankingloss:0.0334998294711113

 45
 rmse:0.07083216333416412
 mse:0.0050171954
 pearson:0.30210201159945066
 spearman:0.193612815259149
 rankingloss:0.03370233625173569

 47
 rmse:0.07009095482242435
 mse:0.004912742
 pearson:0.31059457813639463
 spearman:0.19905083764676468
 rankingloss:0.0337851420044899

 48
 rmse:0.0696221408526606
 mse:0.0048472425
 pearson:0.3228679585618627
 spearman:0.2120474808642422
 rankingloss:0.034304313361644745

 49
 rmse:0.06992351034585612
 mse:0.0048892973
 pearson:0.2994070712544979
 spearman:0.1775728339698522
 rankingloss:0.033385273069143295

 50
 rmse:0.06987984648861022
 mse:0.004883193
 pearson:0.3055680481072833
 spearman:0.18338930831552896
 rankingloss:0.03338289260864258

 52
 rmse:0.06827961491999258
 mse:0.004662106
 pearson:0.337399489958307
 spearman:0.23875230907710648
 rankingloss:0.032223522663116455

 55
 rmse:0.06875957102694535
 mse:0.0047278786
