
 0
 rmse:0.17800087912548684
 mse:0.031684313
 pearson:0.16643979143382642
 spearman:0.18887852572882247
 rankingloss:0.1027582585811615

 1
 rmse:0.18616802246807584
 mse:0.034658533
 pearson:0.22372346127332798
 spearman:0.3546500796367831
 rankingloss:0.027481457218527794

 2
 rmse:0.0899847675801116
 mse:0.008097258
 pearson:0.3829937838455481
 spearman:0.32216602361719066
 rankingloss:0.039176907390356064

 3
 rmse:0.10198444510197849
 mse:0.010400827
 pearson:0.36652248070180066
 spearman:0.2973371771192569
 rankingloss:0.05670614540576935

 4
 rmse:0.0864113132845463
 mse:0.007466915
 pearson:0.36705439407584095
 spearman:0.29581846607751255
 rankingloss:0.04262154549360275

 6
 rmse:0.08422427788730175
 mse:0.007093729
 pearson:0.35893037245487586
 spearman:0.2945291096671601
 rankingloss:0.04407024011015892
