
 0
 rmse:0.1312328176945358
 mse:0.017222052
 pearson:0.05371999672812836
 spearman:0.04296734471434409
 rankingloss:0.050340935587882996

 1
 rmse:0.09651848811602114
 mse:0.009315819
 pearson:0.1998105299779538
 spearman:0.28959482581418655
 rankingloss:0.017951341345906258

 2
 rmse:0.06781354701205146
 mse:0.004598677
 pearson:0.3510974151821582
 spearman:0.2941542763467875
 rankingloss:0.024856122210621834

 3
 rmse:0.07045586196420665
 mse:0.0049640285
 pearson:0.36891042072516256
 spearman:0.2608186619996244
 rankingloss:0.03796202316880226

 5
 rmse:0.06984387967931839
 mse:0.0048781675
 pearson:0.3238954854953429
 spearman:0.2492867264406997
 rankingloss:0.031756557524204254

 6
 rmse:0.06963663646808474
 mse:0.004849261
 pearson:0.3205559474321426
 spearman:0.25209362225008713
 rankingloss:0.03030608408153057

 8
 rmse:0.07229287368385601
 mse:0.0052262596
 pearson:0.3384192840914774
 spearman:0.20921229399708394
 rankingloss:0.036854423582553864

 37
 rmse:0.07535649030876015
 mse:0.0056786006
 pearson:0.31394041068603484
 spearman:0.1755785486444602
 rankingloss:0.03673822432756424

 53
 rmse:0.07479309908594084
 mse:0.0055940077
 pearson:0.32323705518455514
 spearman:0.15775817094668457
 rankingloss:0.03447749465703964
