
 0
 rmse:0.06469893543319795
 mse:0.0041859522
 pearson:0.40143996374269353
 spearman:0.19397407321469187
 rankingloss:0.032457754015922546

 1
 rmse:0.062124459591118314
 mse:0.0038594485
 pearson:0.47829361826910427
 spearman:0.3096567683365787
 rankingloss:0.02927098236978054

 2
 rmse:0.06941404107586686
 mse:0.004818309
 pearson:0.3945481488498247
 spearman:0.280669545328329
 rankingloss:0.0336008183658123

 3
 rmse:0.07392429617394176
 mse:0.0054648016
 pearson:0.3301021021512745
 spearman:0.29330843494105796
 rankingloss:0.033175572752952576

 4
 rmse:0.07355472005558762
 mse:0.005410297
 pearson:0.32307341817767743
 spearman:0.2950544231082365
 rankingloss:0.03054971992969513

 5
 rmse:0.07516361472612305
 mse:0.005649569
 pearson:0.30174612687998875
 spearman:0.2715634545890292
 rankingloss:0.031428758054971695

 6
 rmse:0.07626978682451983
 mse:0.0058170804
 pearson:0.30612416708725315
 spearman:0.28978274120670133
 rankingloss:0.03395320847630501

 7
 rmse:0.07637675864396468
 mse:0.0058334093
 pearson:0.295791940271961
 spearman:0.2638897675515997
 rankingloss:0.034673482179641724

 9
 rmse:0.07754304921257153
 mse:0.0060129245
 pearson:0.30380865283114217
 spearman:0.2709651401416177
 rankingloss:0.03744899109005928

 11
 rmse:0.0766968153510697
 mse:0.0058824015
 pearson:0.28982886947437414
 spearman:0.2727125778775864
 rankingloss:0.03398918733000755

 12
 rmse:0.0775584420073232
 mse:0.006015312
 pearson:0.2819923859027657
 spearman:0.2570405555174872
 rankingloss:0.03380553051829338

 16
 rmse:0.07677050563217384
 mse:0.0058937105
 pearson:0.28558689013790806
 spearman:0.26229239339945615
 rankingloss:0.03511596471071243

 19
 rmse:0.07783659511189962
 mse:0.0060585355
 pearson:0.27167372475507634
 spearman:0.25206605033351576
 rankingloss:0.034245964139699936

 22
 rmse:0.07764625490749853
 mse:0.006028941
 pearson:0.25732541485228666
 spearman:0.24375952010285673
 rankingloss:0.03424723818898201

 26
 rmse:0.07804735318649325
 mse:0.0060913893
 pearson:0.2692001738958357
 spearman:0.23619826653159048
 rankingloss:0.035562749952077866

 38
 rmse:0.07727885088241271
 mse:0.005972021
 pearson:0.2695232632938314
 spearman:0.23278903469532383
 rankingloss:0.03518686443567276

 45
 rmse:0.07775845370377546
 mse:0.006046377
 pearson:0.26540701791780863
 spearman:0.2128984289600961
 rankingloss:0.03563306853175163

 47
 rmse:0.07714592651916474
 mse:0.005951494
 pearson:0.2728288041798607
 spearman:0.2351819651126135
 rankingloss:0.03397256135940552

 50
 rmse:0.07632240985120972
 mse:0.0058251102
 pearson:0.28140335257422494
 spearman:0.21227250518372837
 rankingloss:0.03433595970273018

 52
 rmse:0.076446533203125
 mse:0.0058440724
 pearson:0.25607974988737275
 spearman:0.20891023205745168
 rankingloss:0.0332900732755661

 55
 rmse:0.07567601012105372
 mse:0.0057268585
 pearson:0.27178543516495013
 spearman:0.21243755189895244
 rankingloss:0.03210943192243576

 56
 rmse:0.07525392823920682
 mse:0.0056631537
 pearson:0.27717543481387497
 spearman:0.20949999902123168
 rankingloss:0.03471945598721504

 57
 rmse:0.07654402982030366
 mse:0.0058589885
 pearson:0.2611331081463517
 spearman:0.19566732689238361
 rankingloss:0.033302079886198044

 59
 rmse:0.0759100663459358
 mse:0.005762338
 pearson:0.27364140685771454
 spearman:0.19955746188819304
 rankingloss:0.034463007003068924

 63
 rmse:0.07662595301750326
 mse:0.0058715367
 pearson:0.26799686861437244
 spearman:0.1974346663808588
 rankingloss:0.03499598428606987

 65
 rmse:0.07537228949340437
 mse:0.005680982
 pearson:0.2839405612651679
 spearman:0.20029232615542222
 rankingloss:0.03512222319841385

 67
 rmse:0.07489904647592312
 mse:0.005609867
 pearson:0.2861730093278845
 spearman:0.2124185292193985
 rankingloss:0.03276008367538452

 69
 rmse:0.07497025225196806
 mse:0.0056205387
 pearson:0.28059302411715364
 spearman:0.18820619076648565
 rankingloss:0.03249724209308624

 71
 rmse:0.0750617413899364
 mse:0.005634265
 pearson:0.29251838932431135
 spearman:0.20035528976625178
 rankingloss:0.0350053496658802

 74
 rmse:0.0744250279454873
 mse:0.005539085
 pearson:0.2887116444478316
 spearman:0.17925683839327688
 rankingloss:0.033502206206321716

 76
 rmse:0.07450934352563705
 mse:0.0055516423
 pearson:0.2831457351248961
 spearman:0.1988161097111113
 rankingloss:0.032232269644737244
